ID,Family,Taxon,Species,OvS,OvL,PuL,Vol_min,Vol_max,AnA,WIn,WiV,HPS,TrC,HSI,HPT,HPG,HPP,HPA,LEv,HPSi,ELT,ELL,ELA,FMo_Min,FMo_Max,FMo_Average,FFM,LFM,ADF,ADR,MLT,MLL,BaT,BaS
409,Nymphalidae,Hipparchia_neomiris,Hipparchia neomiris,L,NA,BuGl,1,1,N,0.025,-0.061,1,NA,1.000,NA,NA,NA,NA,NA,NA,Se,ShTh,NA,3,3,3,6,8,NA,NA,NA,NA,NA,NA
410,Nymphalidae,Hipparchia_autonoe,Hipparchia autonoe,NA,NA,NA,1,1,N,0.060,-0.016,2,4,0.102,NA,NA,NA,NA,NA,NA,Se,NA,NA,2,2,2,7,8,HfSfAn,NA,NA,NA,NA,NA
411,Nymphalidae,Hipparchia_hermione,Hipparchia hermione,L,SuSs,BuGl,1,1,N,0.074,-0.008,2,3,0.408,Hp,ShTh,Le,NA,GlFl,NA,Se,Sh,NA,1,3,2,6,8,HfSf,BgTtHf,Pt,NA,La,Be
412,Nymphalidae,Hipparchia_caroli,Hipparchia caroli,NA,NA,NA,1,1,N,0.055,-0.003,1,NA,0.289,NA,NA,NA,NA,NA,NA,NA,Sh,NA,5,5,5,6,10,NA,NA,NA,NA,NA,NA
413,Nymphalidae,Hipparchia_genava,Hipparchia genava,L,NA,BuGl,1,1,N,0.074,-0.017,2,3,0.289,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,6,8,NA,NA,Pt,RcBePs,NA,NA
414,Nymphalidae,Hipparchia_syriaca,Hipparchia syriaca,L,NA,BuGl,1,1,N,0.080,-0.027,2,3,0.289,NA,NA,Le,NA,GlFl,NA,Se,Sh,NA,3,8,5.5,3,10,SaDp,NA,NA,NA,NA,NA
415,Nymphalidae,Hipparchia_fagi,Hipparchia fagi,L,SuSs,Bu,1,1,N,0.095,-0.001,3,3,0.250,Hp,Sh,Le,NA,GlFl,NA,Se,Bg,NA,3,6,4.5,5,10,HfSfSaDp,BgTtTcExHf,Pt,ShPs,La,Be
416,Nymphalidae,Hipparchia_mersina,Hipparchia mersina,L,NA,NA,1,1,N,0.040,-0.001,NA,NA,0.289,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,4.5,4,9,AnMi,BgTtExHf,NA,NA,NA,Be
417,Nymphalidae,Hipparchia_miguelensis,Hipparchia miguelensis,NA,NA,NA,1,1,N,0.008,-0.056,1,1,1.000,Hp,Sh,NA,NA,NA,NA,NA,NA,NA,4,4,4,6,9,HfSf,NA,NA,NA,NA,NA
418,Nymphalidae,Hipparchia_azorina,Hipparchia azorina,NA,NA,NA,1,1,N,0.005,-0.042,1,1,1.000,Hp,Sh,NA,NA,Fl,NA,NA,Sh,NA,5,5,5,6,10,HfSf,NA,NA,NA,NA,NA
419,Nymphalidae,Hipparchia_azorina_occidentalis,Hipparchia azorina occidentalis,NA,NA,NA,1,1,N,0.002,-0.028,NA,1,1.000,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,6,9,NA,NA,NA,NA,NA,NA
420,Nymphalidae,Hipparchia_senthes,Hipparchia senthes,L,NA,NA,1,1,N,0.025,0.023,1,1,1.000,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,7,4,11,Hf,NA,NA,NA,NA,NA
421,Nymphalidae,Hipparchia_maderensis,Hipparchia maderensis,L,SsTs,Gl,1,1,N,0.022,0.002,2,3,NA,NA,NA,NA,NA,Fl,NA,NA,NA,NA,3,3,3,7,9,NA,NA,NA,NA,NA,NA
422,Nymphalidae,Hipparchia_semele,Hipparchia semele,L,SuSsTs,BuGl,1,1,N,0.036,0.020,16,3,0.143,AnHp,ShTh,Le,SiOl,GlFl,LpMpSs,Se,BgSh,Li,2,5,3.5,6,10,HfErSfSa,BgStHf,PaPnPt,RcBePsHt,La,BeSh
423,Nymphalidae,Hipparchia_blachieri,Hipparchia blachieri,L,Bu,Bu,1,1,N,0.042,-0.056,2,3,0.289,NA,Sh,NA,NA,Fl,NA,NA,Th,NA,3,6,4.5,5,10,NA,NA,NA,NA,NA,Be
424,Nymphalidae,Hipparchia_aristaeus,Hipparchia aristaeus,L,NA,BuGl,1,1,N,0.041,-0.054,3,3,1.000,AnHp,ShTh,NA,NA,NA,NA,NA,ShTh,NA,2,7,4.5,4,10,Hf,NA,NA,NA,NA,Be
425,Nymphalidae,Hipparchia_algirica,Hipparchia algirica,NA,NA,NA,1,1,N,0.043,-0.049,1,1,1.000,NA,NA,NA,NA,NA,NA,NA,Sh,NA,3,3,3,3,5,NA,NA,NA,NA,NA,NA
426,Nymphalidae,Hipparchia_volgensis,Hipparchia volgensis,NA,NA,BuGl,1,1,N,0.031,-0.042,1,NA,1.000,NA,NA,Le,NA,GlFl,NA,Se,BgSh,NA,3,5,4,5,9,Hf,NA,NA,NA,NA,NA
427,Nymphalidae,Hipparchia_neapolitana,Hipparchia neapolitana,L,NA,Bu,1,1,N,0.048,-0.087,3,NA,0.408,NA,Th,NA,NA,Fl,NA,Se,Sh,NA,3,3,3,6,8,Hf,NA,NA,NA,NA,Be
428,Nymphalidae,Hipparchia_leighebi,Hipparchia leighebi,L,NA,Bu,1,1,N,0.047,-0.065,2,3,0.289,NA,Sh,NA,NA,Fl,NA,NA,NA,NA,4,4,4,5,8,Hf,NA,NA,NA,NA,Be
429,Nymphalidae,Hipparchia_pellucida,Hipparchia pellucida,L,NA,BuGl,1,1,N,0.022,0.000,NA,NA,0.289,NA,NA,Le,NA,GlFl,NA,Se,Sh,NA,3,3,4,5,7,HfDpAn,BgTtHf,NA,NA,NA,NA
430,Nymphalidae,Hipparchia_sbordonii,Hipparchia sbordonii,L,NA,Bu,1,1,N,0.054,-0.082,3,NA,0.289,NA,Th,NA,NA,Fl,NA,NA,NA,NA,2,2,2,6,7,Sf,NA,NA,NA,NA,Be
431,Nymphalidae,Hipparchia_cypriensis,Hipparchia cypriensis,L,NA,Gl,1,1,N,0.063,0.010,NA,NA,0.408,NA,NA,NA,NA,GlFl,NA,Se,Sh,NA,9,8,9,4,11,Sa,TtHf,NA,NA,NA,NA
432,Nymphalidae,Hipparchia_cretica,Hipparchia cretica,L,NA,NA,1,1,N,0.059,-0.004,NA,NA,0.289,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,5.5,4,10,Hf,NA,NA,NA,NA,NA
433,Nymphalidae,Hipparchia_christenseni,Hipparchia christenseni,NA,NA,NA,1,1,N,0.050,0.083,NA,NA,0.289,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,6,9,NA,NA,NA,NA,NA,NA
434,Nymphalidae,Berberia_abdelkader,Berberia abdelkader,NA,NA,NA,1,1,N,0.100,-0.005,1,2,0.577,Hp,ShTh,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,11,Hf,NA,NA,NA,NA,NA
435,Nymphalidae,Berberia_lambessanus,Berberia lambessanus,NA,NA,NA,1,1,N,0.076,-0.049,2,3,0.289,Hp,ShTh,NA,NA,NA,NA,NA,BgSh,NA,8,8,8,4,11,Hf,NA,NA,NA,NA,NA
436,Nymphalidae,Minois_dryas,Minois dryas,L,SsTs,Bu,1,1,N,0.066,0.016,5,3,0.200,AnHp,ShTh,Le,NA,GlFl,NA,Sb,BgSh,NA,2,4,3,6,9,HfAn,BgStSbExHf,Pa,Sh,DaLa,Be
437,Nymphalidae,Brintesia_circe,Brintesia circe,L,SsTs,Bu,1,1,N,0.109,-0.015,3,3,0.204,Hp,ShTh,Le,NA,GlFl,NA,Sb,BgSh,NA,3,6,4.5,5,10,HfSaDpAnMi,TtExHf,PaPt,RcTc,La,Sh
438,Nymphalidae,Arethusana_arethusa,Arethusana arethusa,L,SsTs,BuGlFl,1,1,N,0.014,-0.013,1,3,0.333,BiAnHp,Sh,Le,NA,GlFl,NA,Sb,BgSh,NA,3,5,4,5,9,Hf,NA,Pn,Rc,DaLa,Be
439,Nymphalidae,Oeneis_tarpeia,Oeneis tarpeia,NA,NA,NA,1,1,N,0.025514531,-0.025950787,2,3, NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2.5,5,7,NA,NA,NA,NA,NA,NA
440,Nymphalidae,Oeneis_bore,Oeneis bore,L,NA,Gl,0.5,0.5,N,0.010,0.050,1,1,1.000,Hp,Sh,NA,NA,Fl,NA,NA,Sh,NA,1,2,1.5,6,7,NA,BgStCo,NA,NA,NA,NA
441,Nymphalidae,Oeneis_ammon,Oeneis ammon,NA,NA,NA,1,1,N,0.012760491,-0.056443345,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,6,7,NA,NA,NA,NA,NA,NA
442,Nymphalidae,Oeneis_melissa,Oeneis melissa,EL,NA,NA,0.5,0.5,N,0.022962967,-0.053442411,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1.5,6,7,NA,NA,NA,NA,NA,NA
443,Nymphalidae,Oeneis_jutta,Oeneis jutta,L,NA,NA,1,1,N,0.058,-0.022,2,4,0.354,Hp,NA,Le,NA,Fl,NA,NA,Sh,NA,2,3,2.5,5,7,Sf,BgTtTcHf,NA,NA,La,Gr
444,Nymphalidae,Oeneis_magna,Oeneis magna,L,NA,NA,1,1,N,0.047955108,-0.011904671,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2.5,6,8,NA,NA,NA,NA,NA,NA
445,Nymphalidae,Oeneis_norna,Oeneis norna,L,NA,NA,0.5,0.5,N,0.041,0.011,4,4,0.236,Hp,ShTh,NA,NA,Fl,NA,Se,Sh,NA,2,2,2,6,7,NA,BgTtHf,NA,NA,NA,NA
446,Nymphalidae,Oeneis_polixenes,Oeneis polixenes,L,NA,NA,0.5,1,N,0.016271562,-0.055377342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,6,8,NA,NA,NA,NA,NA,NA
447,Nymphalidae,Oeneis_glacialis,Oeneis glacialis,L,NA,BuGl,0.5,0.5,N,0.052,-0.037,1,1,1.000,Hp,Sh,Le,NA,NA,NA,Se,BgSh,NA,3,3,3,6,8,Hf,BgHf,Pt,Rc,NA,NA
448,Nymphalidae,Satyrus_ferula,Satyrus ferula,L,SuTs,NA,1,1,N,0.051,0.007,3,1,0.500,Hp,Sh,Le,NA,GlFl,NA,Sb,Sh,NA,3,5,4,5,9,HfAnMi,NA,Pa,ShGrHs,Da,BeSh
449,Nymphalidae,Satyrus_actaea,Satyrus actaea,L,SuTsSb,Gl,1,1,N,0.046,-0.013,2,3,0.236,Hp,Sh,Le,NA,GlFl,NA,Se,Sh,NA,3,3,3,6,8,Hf,NA,NA,NA,DaLa,BeSh
450,Nymphalidae,Satyrus_virbius,Satyrus virbius,L,NA,NA,1,1,N,0.058869819,-0.015342833,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2.5,6,8,NA,NA,NA,NA,NA,NA
451,Nymphalidae,Chazara_briseis,Chazara briseis,L,Su,Bu,1,1,N,0.053,0.112,5,3,0.333,Hp,ShTh,Le,NA,GlFl,NA,SeSb,BgSh,Li,2,6,4,5,10,HfDpAnMi,NA,Pt,RcBe,La,Be
452,Nymphalidae,Chazara_prieuri,Chazara prieuri,L,Su,Bu,1,1,N,0.067,0.009,3,1,1.000,Hp,Sh,Le,NA,NA,NA,NA,NA,NA,2,3,2,6,8,Hf,NA,NA,NA,NA,NA
453,Nymphalidae,Chazara_persephone,Chazara persephone,L,NA,BuGl,1,1,N,0.053,-0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,Se,BgSh,NA,3,6,4,6,11,HfSf,NA,NA,NA,NA,NA
454,Nymphalidae,Pseudochazara_geyeri,Pseudochazara geyeri,L,NA,NA,1,1,N,0.028,-0.069,1,1,1.000,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,7,8,Hf,NA,NA,NA,NA,NA
455,Nymphalidae,Pseudochazara_graeca,Pseudochazara graeca,L,NA,NA,1,1,N,0.044,-0.052,NA,NA,0.289,NA,NA,NA,NA,NA,NA,Se,NA,NA,2,4,3,6,9,Hf,NA,NA,NA,Da,Gr
456,Nymphalidae,Pseudochazara_atlantis,Pseudochazara atlantis,NA,NA,NA,1,1,N,0.042,-0.059,NA,NA,0.289,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,6,8,Hf,NA,NA,NA,NA,NA
457,Nymphalidae,Pseudochazara_amymone,Pseudochazara amymone,L,NA,Bu,1,1,N,0.040,-0.071,NA,NA,0.289,NA,NA,NA,NA,NA,NA,NA,Sh,NA,2,3,2.5,6,8,HfMi,BgShThExHf,NA,NA,Da,Be
458,Nymphalidae,Pseudochazara_anthelea,Pseudochazara anthelea,NA,NA,Gl,1,1,N,0.032,-0.036,NA,NA,0.289,NA,NA,NA,NA,BuGlFl,NA,NA,NA,NA,3,5,4,5,9,Hf,BgHf,Pt,Rc,NA,NA
459,Nymphalidae,Pseudochazara_amalthea,Pseudochazara amalthea,NA,NA,NA,1,1,N,0.037303642,-0.040331516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,9,NA,NA,NA,NA,NA,NA
460,Nymphalidae,Pseudochazara_mamurra,Pseudochazara mamurra,L,NA,BuGl,1,1,N,0.052,-0.054,NA,NA,0.289,NA,NA,Le,NA,GlFl,NA,Se,ShTh,NA,1,1,1,7,7,Hf,NA,Pt,NA,NA,NA
461,Nymphalidae,Pseudochazara_williamsi,Pseudochazara williamsi,L,SuSs,NA,1,1,N,0.039,-0.015,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,6,8,HfMi,NA,NA,NA,NA,NA
462,Nymphalidae,Pseudochazara_euxina,Pseudochazara euxina,NA,NA,NA,1,1,N,0.066,-0.041,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,6,8,NA,NA,NA,NA,NA,NA
463,Nymphalidae,Pseudochazara_mercurius,Pseudochazara mercurius,L,Su,BuGl,1,1,N,0.029,-0.049,1,1,1.000,Hp,Sh,Le,NA,NA,NA,NA,NA,NA,2,2,2,6,7,Hf,NA,NA,NA,NA,NA
464,Nymphalidae,Pseudochazara_cingovskii,Pseudochazara cingovskii,L,NA,NA,1,1,N,0.049,-0.045,1,2,0.577,NA,NA,NA,NA,NA,NA,NA,Bg,NA,2,2,2,7,8,NA,NA,NA,NA,NA,NA
465,Nymphalidae,Pseudochazara_orestes,Pseudochazara orestes,NA,NA,NA,1,1,N,0.058,-0.070,1,NA,0.289,NA,NA,NA,NA,NA,NA,NA,BgSh,Sh,2,4,3,6,9,Hf,NA,NA,NA,NA,NA
466,Nymphalidae,Pseudochazara_tisiphone,Pseudochazara tisiphone,NA,NA,NA,1,1,N,0.038584347,-0.075832832,1,1,1.000,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,6,9,NA,NA,NA,NA,NA,NA
467,Nymphalidae,Pseudochazara_mniszechii,Pseudochazara mniszechii,NA,NA,Bu,1,1,N,0.054,-0.049,1,1,1.000,NA,NA,NA,NA,NA,NA,Se,BgShTh,NA,2,2,2,7,8,Hf,NA,Pa,NA,NA,NA
468,Nymphalidae,Ypthima_asterope,Ypthima asterope,L,NA,NA,3,3,N,-0.031,-0.043,1,1,0.500,An,NA,NA,NA,Fl,NA,Se,BgSh,NA,7,8,7.5,4,11,Hf,BgStSbExCoHf,PaPn,RcBeShGrThHs,NA,Be
469,Nymphalidae,Proterebia_phegea,Proterebia phegea,L,NA,GlFl,1,1,N,0.025,-0.033,1,1,1.000,Hp,Sh,Le,NA,GlFl,NA,SeSb,Bg,NA,2,4,2.5,3,6,Hf,NA,PaLe,ShHt,Da,Be
470,Nymphalidae,Hyponephele_maroccana,Hyponephele maroccana,NA,NA,NA,1,1,N,-0.006,-0.039,NA,NA,0.289,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,6,8,Hf,NA,NA,NA,NA,NA
471,Nymphalidae,Hyponephele_huebneri,Hyponephele huebneri,L,NA,NA,1,1,N,-0.006126739,0.024779657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,5,6,Sf,NA,NA,NA,NA,NA
472,Nymphalidae,Hyponephele_lycaon,Hyponephele lycaon,L,SsTs,Gl,1,1,N,0.000,0.022,4,3,0.204,Hp,ShTh,Le,NA,Fl,NA,Se,Sh,NA,2,5,3.5,5,9,Hf,NA,NA,NA,Da,BeSh
473,Nymphalidae,Hyponephele_lupina,Hyponephele lupina,L,SuSs,Fl,1,1,N,0.018,-0.016,3,3,0.169,BiAnHp,ShTh,Le,NA,GlFl,NA,Se,Th,NA,2,7,4.5,4,10,HfHdSaDp,SbCoHf,NA,NA,NA,NA
474,Nymphalidae,Aphantopus_hyperantus,Aphantopus hyperantus,L,Ss,GlFl,1,1,N,0.004,-0.005,16,4,0.063,AnHp,ShTh,Le,SiOl,GlFl,LpMp,SeSb,Sh,Ps,3,3,3,6,8,HfSf,GrSbTcExHnHf,Pa,GrThNsHs,Da,GrThSb
475,Nymphalidae,Pyronia_cecilia,Pyronia cecilia,L,Ss,Gl,1,1,N,-0.024,0.000,3,3,0.177,Hp,ShTh,Le,NA,Fl,NA,Se,ShTh,NA,3,4,3.5,5,8,HfMi,NA,NA,NA,Da,Sh
476,Nymphalidae,Pyronia_tithonus,Pyronia tithonus,L,Ss,Fl,1,1,N,-0.007,-0.039,8,3,0.081,AnHp,ShTh,Le,SiOl,GlFl,LpMp,Se,Sh,Ps,2,5,3.5,5,9,HfSf,GrExHnHf,PaPn,ShGrThSbHsPs,Da,ShGrThSb
477,Nymphalidae,Pyronia_bathseba,Pyronia bathseba,L,SsTs,Gl,1,1,N,-0.002,-0.015,2,1,0.354,Hp,ShTh,Le,NA,GlFl,NA,Se,ShThSb,NA,4,5,4.5,4,8,Hf,NA,NA,NA,Da,BeSh
478,Nymphalidae,Pyronia_janiroides,Pyronia janiroides,NA,NA,NA,1,1,N,0.014,-0.056,1,1,1.000,An,Sh,NA,NA,NA,NA,NA,NA,NA,3,3,3,7,9,NA,NA,NA,NA,NA,NA
479,Nymphalidae,Maniola_jurtina,Maniola jurtina,L,SuSsTs,Gl,1,1,N,0.022,0.034,10,3,0.289,Hp,ShTh,Le,SiOl,GlFl,LpMp,Sb,ShTt,Li,2,8,5,3,10,HfSf,BgStGrThSbTcLiExHnHf,PaPn,ShGrThSbNsHs,Da,BeShGrThSb
480,Nymphalidae,Maniola_nurag,Maniola nurag,L,NA,GlFl,1,1,N,-0.007,-0.061,1,1,1.000,NA,Th,Le,SiOl,GlFl,NA,SeSb,Sh,NA,3,5,3.5,4,8,Hf,StGrShThSbHnHf,Pa,ShGrThSbNsHs,Da,ShTh
481,Nymphalidae,Maniola_chia,Maniola chia,L,NA,GlFl,1,1,N,0.023,0.013,NA,NA,0.289,NA,NA,Le,SiOl,GlFl,NA,SeSb,Sh,NA,5,5,5,5,9,Hf,StGrShThSbHnHf,Pa,ShGrThSbNsHs,Da,ShTh
482,Nymphalidae,Maniola_megala,Maniola megala,L,NA,GlFl,1,1,N,0.026,-0.048,NA,3,0.289,NA,NA,Le,SiOl,GlFl,NA,SeSb,Sh,NA,2,5,3.5,5,9,HfSf,BgExHnHf,NA,ShGrThSbNsHs,Da,ShTh
483,Nymphalidae,Maniola_cypricola,Maniola cypricola,L,NA,GlFl,1,1,N,0.000,0.065,NA,NA,0.289,NA,NA,Le,SiOl,GlFl,NA,SeSb,Sh,NA,4,4,4,4,7,HfSf,StGrShThSbTcHnHf,Pa,ShGrThSbNsHs,Da,ShTh
484,Nymphalidae,Maniola_telmessia,Maniola telmessia,L,NA,GlFl,1,1,N,0.007,0.010,2,3,0.354,NA,NA,Le,SiOl,GlFl,NA,SeSb,Sh,NA,5,10,7.5,1,10,Hf,StGrShThSbHnHf,Pa,ShGrThSbNsHs,Da,ShTh
485,Nymphalidae,Maniola_halicarnassus,Maniola halicarnassus,L,NA,GlFl,1,1,N,0.024,-0.047,NA,NA,0.289,NA,NA,Le,SiOl,GlFl,NA,SeSb,Sh,NA,1,5,3,5,9,Hf,StGrShThSbHnHf,Pa,ShGrThSbNsHs,Da,ShTh
486,Nymphalidae,Erebia_edda,Erebia edda,L,NA,NA,1,1,N,0.028742557,-0.042651059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2.5,6,8,NA,NA,NA,NA,NA,NA
487,Nymphalidae,Erebia_fasciata,Erebia fasciata,L,NA,NA,0.5,1,N,0.028025078,-0.026966061,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,6,8,NA,NA,NA,NA,NA,NA
488,Nymphalidae,Erebia_discoidalis,Erebia discoidalis,L,NA,NA,0.5,1,N,0.022959289,-0.043139419,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2.5,6,8,NA,NA,NA,NA,NA,NA
489,Nymphalidae,Erebia_rossii,Erebia rossii,L,NA,NA,0.5,0.5,N,0.02817459,-0.045903924,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1.5,6,7,NA,NA,NA,NA,NA,NA
490,Nymphalidae,Erebia_cyclopius,Erebia cyclopius,L,NA,NA,1,1,N,0.042746943,-0.039404279,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2.5,5,7,NA,NA,NA,NA,NA,NA
491,Nymphalidae,Erebia_embla,Erebia embla,NA,NA,NA,1,1,N,0.025,-0.043,2,3,0.224,Hp,ShTh,NA,NA,Fl,NA,NA,NA,NA,2,2,2,6,7,NA,TtStHf,NA,NA,NA,NA
492,Nymphalidae,Erebia_disa,Erebia disa,L,NA,Gl,0.5,0.5,N,0.026,0.023,1,2,0.577,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,6,7,NA,StGrShThHnHf,NA,NA,NA,NA
493,Nymphalidae,Erebia_jeniseiensis,Erebia jeniseiensis,NA,NA,NA,1,1,N,0.002934423,-0.040698082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,7,7,NA,NA,NA,NA,NA,NA
494,Nymphalidae,Erebia_dabanensis,Erebia dabanensis,L,NA,NA,1,1,N,0.002063073,0.016254305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2.5,6,8,NA,NA,NA,NA,NA,NA
495,Nymphalidae,Erebia_meolans,Erebia meolans,L,SuSsTs,Gl,1,1,N,0.013,0.059,5,3,0.200,Hp,Sh,Le,NA,GlFl,NA,Se,Sh,NA,3,4,3.5,5,8,Hf,NA,Pa,NA,Da,BeShTh
496,Nymphalidae,Erebia_claudina,Erebia claudina,L,NA,GlFl,0.5,1,N,-0.017,-0.065,1,1,0.500,Hp,ShTh,NA,NA,Fl,NA,NA,NA,NA,2,4,3,5,8,Hf,NA,NA,NA,Da,NA
497,Nymphalidae,Erebia_manto,Erebia manto,EL,SsTs,NA,0.5,0.5,N,0.000,0.061,2,1,0.316,Hp,Sh,NA,NA,Fl,NA,Se,ShTh,NA,3,3,3,7,9,Hf,NA,NA,NA,NA,NA
498,Nymphalidae,Erebia_ottomana,Erebia ottomana,L,NA,NA,1,1,N,-0.006,0.024,2,1,0.707,Hp,Sh,NA,NA,NA,NA,NA,NA,NA,2,5,3.5,5,9,Hf,NA,NA,NA,Da,Th
499,Nymphalidae,Erebia_hispania,Erebia hispania,L,SsTs,Gl,1,1,N,-0.002,-0.017,1,1,1.000,Hp,Sh,Le,NA,NA,NA,NA,NA,NA,2,3,2.5,6,8,HfMi,NA,NA,NA,Da,Be
500,Nymphalidae,Erebia_callias,Erebia callias,NA,NA,NA,1,1,N,-9.55E-03,0.025015712,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3.5,6,9,NA,NA,NA,NA,NA,NA
501,Nymphalidae,Erebia_rondoui,Erebia rondoui,L,SsTs,Gl,1,1,N,-0.012,0.009,1,1,1.000,BiAnHp,ShTh,Le,NA,NA,NA,NA,NA,NA,2,2,2,6,7,Hf,NA,NA,NA,Da,BeSh
502,Nymphalidae,Erebia_tyndarus,Erebia tyndarus,L,NA,NA,1,1,N,-0.017,-0.067,2,3,0.500,Hp,Sh,NA,NA,NA,NA,NA,NA,NA,2,4,3,7,10,Hf,NA,NA,NA,Da,Sh
503,Nymphalidae,Erebia_arvernensis,Erebia arvernensis,L,NA,NA,1,1,N,-0.008912732,-0.024100189,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,6,9,NA,NA,NA,NA,NA,NA
504,Nymphalidae,Erebia_cassioides,Erebia cassioides,L,SsTs,GlFl,1,1,N,-0.016,-0.021,1,1,1.000,Hp,Sh,Le,NA,GlFl,NA,Se,Sh,NA,2,4,3,6,9,HfMi,BgHf,NA,NA,Da,Be
505,Nymphalidae,Erebia_neleus,Erebia neleus,NA,NA,NA,1,1,N,4.71E-05,-0.021480611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,7,9,NA,NA,NA,NA,NA,NA
506,Nymphalidae,Erebia_nivalis,Erebia nivalis,L,NA,NA,0.5,0.5,N,-0.026,-0.033,1,1,1.000,Hp,Sh,NA,NA,NA,NA,Se,Sh,NA,1,2,1.5,7,8,Hf,NA,NA,NA,NA,NA
507,Nymphalidae,Erebia_calcarius,Erebia calcarius,L,NA,NA,1,1,N,-0.012,-0.041,2,1,0.500,Hp,Sh,NA,NA,NA,NA,NA,Sh,NA,3,2,3,7,8,Hf,NA,NA,NA,Da,NA
508,Nymphalidae,Erebia_oeme,Erebia oeme,L,NA,Gl,0.5,1,N,0.002,-0.006,5,4,0.100,Hp,ShTh,Le,NA,GlFl,NA,Se,ShTh,NA,3,3,3,6,8,Hf,NA,Pa,BeShGrNsHs,Da,Be
509,Nymphalidae,Erebia_gorge,Erebia gorge,L,NA,NA,0.5,0.5,N,-0.010,-0.014,3,3,0.316,Hp,Sh,NA,NA,Fl,NA,NA,NA,NA,3,3,3,6,8,NA,NA,NA,NA,DaLa,Be
510,Nymphalidae,Erebia_sthennyo,Erebia sthennyo,L,NA,NA,1,1,N,0.005,-0.060,1,3,0.577,AnHp,Sh,Le,NA,NA,NA,NA,NA,NA,2,3,2.5,6,8,NA,NA,NA,NA,Da,Be
511,Nymphalidae,Erebia_pandrose,Erebia pandrose,L,SsTs,GlFl,0.5,0.5,N,0.009,0.018,4,3,0.192,AnHp,Sh,Le,NA,GlFl,NA,Se,ShTh,NA,2,3,2.5,6,8,Hf,BgGrHf,NA,NA,Da,Sh
512,Nymphalidae,Erebia_eriphyle,Erebia eriphyle,EL,NA,Fl,0.5,0.5,N,-0.015,-0.047,2,3,0.500,Hp,ShTh,NA,NA,Fl,NA,NA,NA,NA,3,3,3,6,8,Hf,NA,NA,NA,Da,NA
513,Nymphalidae,Erebia_epistygne,Erebia epistygne,L,NA,NA,1,1,N,0.023,-0.026,1,1,1.000,Hp,Sh,Le,NA,NA,NA,NA,NA,NA,3,3,3,3,5,Hf,NA,NA,NA,Da,Be
514,Nymphalidae,Erebia_euryale,Erebia euryale,EL,SsTs,Gl,0.5,1,N,0.008,-0.052,6,3,0.096,Hp,ShTh,Le,NA,Fl,NA,Se,ShTh,NA,2,4,3,6,9,Hf,GrHnHf,Pa,NA,Da,Gr
515,Nymphalidae,Erebia_palarica,Erebia palarica,L,SuSs,GlFl,1,1,N,0.056,-0.062,2,3,0.289,Hp,Sh,Le,NA,GlFl,NA,Sb,ShTh,NA,3,3,3,5,7,Hf,NA,Pa,NA,Da,Be
